GeneID,Mean,Mean.log10,Std.Dev,log10.Std.Dev,0.025,0.975,log10.0.025,log10.0.975
snap_masked-SAKL0A-processed-gene-0.86-mRNA-1,0.413577139377594,-0.505677998065948,0.302728111448403,0.348164465548876,0.054177719882379,1.18365564644337,-1.26617948701677,0.073225358565932
augustus_masked-SAKL0A-processed-gene-0.7-mRNA-1,0.189807593822479,-0.812804341316223,0.120839837189732,0.297720871065828,0.0348505479904513,0.491404553254445,-1.45779113763972,-0.308561018999317
augustus_masked-SAKL0A-processed-gene-0.18-mRNA-1,0.6198810338974,-0.264596521854401,0.282822333212349,0.245096958131136,0.133842006325722,1.20747613211473,-0.873407561812107,0.0818785549145763
augustus_masked-SAKL0A-processed-gene-0.19-mRNA-1,2.00401067733765,0.298834145069122,0.235511424748274,0.0519798661728336,1.53995466132959,2.4628951450189,0.187507932553087,0.391445922489155
augustus_masked-SAKL0A-processed-gene-0.20-mRNA-1,0.23043467104435,-0.737306535243988,0.15191426013042,0.313364739839313,0.0370870964291195,0.605137751003106,-1.43077719962065,-0.21814585624404
augustus_masked-SAKL0A-processed-gene-0.8-mRNA-1,0.549632608890533,-0.323282390832901,0.263220025479866,0.259556176781648,0.105067547038198,1.10927600959937,-0.978532008104923,0.0450396047997925
maker-SAKL0A-augustus-gene-0.3-mRNA-1,0.141350761055946,-0.937491118907928,0.0881600119235346,0.291572779916827,0.0262647691648453,0.361729527016481,-1.58062694549553,-0.441616040956171
augustus_masked-SAKL0A-processed-gene-0.10-mRNA-1,0.32843941450119,-0.560049057006836,0.1802525757263,0.279438849690556,0.0604839951110383,0.740853082636992,-1.21836123219737,-0.130267938433375
augustus_masked-SAKL0A-processed-gene-0.21-mRNA-1,0.655548632144928,-0.196462616324425,0.153067891263506,0.110328465129089,0.352291184912125,0.950894296169281,-0.453098732136192,-0.0218677576596938
snap_masked-SAKL0A-processed-gene-0.78-mRNA-1,0.231688991189003,-0.74352365732193,0.163264804678123,0.323649469659466,0.0360527620340387,0.658074915409088,-1.44306162752002,-0.181724663381804
genemark-SAKL0A-processed-gene-0.54-mRNA-1,0.227338746190071,-0.746078908443451,0.155845685228579,0.315303730100744,0.036920772989591,0.627882600327333,-1.43272979561642,-0.202121559858229
augustus_masked-SAKL0A-processed-gene-0.22-mRNA-1,0.248006671667099,-0.692510604858398,0.148317891167203,0.295383761148882,0.0423217039865752,0.596598088741302,-1.37343687077869,-0.22431815466069
maker-SAKL0A-augustus-gene-0.4-mRNA-1,0.57737809419632,-0.297124475240707,0.268965085036211,0.247395057007759,0.126060945540667,1.15437406400839,-0.899419569287373,0.0623465466766542
snap_masked-SAKL0A-processed-gene-0.93-mRNA-1,0.297017812728882,-0.610452592372894,0.170889156634505,0.29064755557322,0.0526999688396851,0.697230219841003,-1.27818964179166,-0.156623797658192
augustus_masked-SAKL0A-processed-gene-0.11-mRNA-1,0.272431522607803,-0.644702851772308,0.153470008809204,0.285723305298007,0.0495551696668069,0.628753483295441,-1.30491283180809,-0.201519595937132
augustus_masked-SAKL0A-processed-gene-0.25-mRNA-1,0.578687012195587,-0.31574547290802,0.308654103232157,0.289135421112405,0.0956873800605536,1.24762691756089,-1.01914535827339,0.0960847158154549
augustus_masked-SAKL0A-processed-gene-0.26-mRNA-1,0.289724171161652,-0.566409707069397,0.0968281107529018,0.167033603061056,0.109048053994775,0.487259179353714,-0.962382080572113,-0.312239970568238
augustus_masked-SAKL0A-processed-gene-0.12-mRNA-1,0.508120536804199,-0.320385038852692,0.16332447857802,0.161235152603405,0.198904039959113,0.83596432407697,-0.701356496603054,-0.0778122876310137
augustus_masked-SAKL0A-processed-gene-0.27-mRNA-1,0.740348398685455,-0.145972967147827,0.185837949020501,0.120898978427792,0.374590365340312,1.10632376670837,-0.426443399176479,0.0438822411663843
augustus_masked-SAKL0A-processed-gene-0.28-mRNA-1,0.542823851108551,-0.361346065998077,0.330847706414457,0.316423545176334,0.0807657316327095,1.30792629718781,-1.09277286842911,0.11658327179675
augustus_masked-SAKL0A-processed-gene-0.29-mRNA-1,0.47329193353653,-0.393453925848007,0.238455833515162,0.269024912371912,0.0862371632208427,1.00421683490276,-1.06430554338104,0.00182748715309633
snap_masked-SAKL0A-processed-gene-0.81-mRNA-1,0.215932086110115,-0.767571628093719,0.144184347050029,0.316631190086244,0.0337384058473011,0.578849439322948,-1.47187683772144,-0.237434442018134
augustus_masked-SAKL0A-processed-gene-0.30-mRNA-1,0.159872308373451,-0.871013879776001,0.0889926433573325,0.272612047847996,0.0313348779765268,0.366121058911085,-1.50397204455216,-0.436375336672792
augustus_masked-SAKL0A-processed-gene-0.31-mRNA-1,0.253703713417053,-0.67597222328186,0.143852528258442,0.286041544656989,0.0457600216070811,0.587239989141623,-1.33951389100599,-0.2311844281959
augustus_masked-SAKL0A-processed-gene-0.14-mRNA-1,0.996731758117676,-0.0558670535683632,0.434239465165153,0.243815938577213,0.208106507609288,1.8746736596028,-0.681714338996888,0.272925623753088
augustus_masked-SAKL0A-processed-gene-0.32-mRNA-1,1.40104532241821,0.125913396477699,0.399894462759311,0.141710660276663,0.618939234813054,2.19182319243749,-0.208352787268961,0.340805505455952
augustus_masked-SAKL0A-processed-gene-0.15-mRNA-1,0.197747781872749,-0.783657133579254,0.113820236596428,0.280951725893444,0.0384837353602052,0.468827520062526,-1.41472303113167,-0.328986910420624
augustus_masked-SAKL0A-processed-gene-0.33-mRNA-1,0.589900076389313,-0.303583264350891,0.310828003701309,0.280206851825319,0.10689024583747,1.2709388991197,-0.971061926161142,0.10412467215256
snap_masked-SAKL0A-processed-gene-0.104-mRNA-1,0.29194837808609,-0.62654983997345,0.179354265373685,0.304324202479599,0.0485658765460054,0.717899004618326,-1.3136690413978,-0.143937153953733
snap_masked-SAKL0A-processed-gene-0.105-mRNA-1,0.444109320640564,-0.471685111522675,0.319235538016943,0.345317431453514,0.0587687684843938,1.25994572838147,-1.23085386146466,0.100351769677285
augustus_masked-SAKL0A-processed-gene-0.34-mRNA-1,0.765619456768036,-0.132627472281456,0.200071491934363,0.125536571666229,0.375163697948058,1.16551291942596,-0.425779193678057,0.066517091931506
augustus_masked-SAKL0A-processed-gene-0.16-mRNA-1,0.83782422542572,-0.0944264307618141,0.223962607269019,0.129318862958537,0.407935931285222,1.26975035965443,-0.389408045491476,0.103718343767017
maker-SAKL0A-augustus-gene-0.6-mRNA-1,0.388888001441956,-0.483315765857697,0.204783964358287,0.276205615473993,0.071009090791146,0.837529599666595,-1.14868605154287,-0.076999835342212
augustus_masked-SAKL0A-processed-gene-0.17-mRNA-1,0.284424215555191,-0.635648667812347,0.172699004269503,0.299812528029316,0.04828290703396,0.696186292668183,-1.31620658966878,-0.157275056397311
augustus_masked-SAKL0A-processed-gene-0.36-mRNA-1,0.483536869287491,-0.389870762825012,0.254298757730713,0.279945753517961,0.0845963545143604,1.04979561070601,-1.07264835151528,0.0211047318778412
augustus_masked-SAKL0A-processed-gene-0.37-mRNA-1,0.230093240737915,-0.741411983966827,0.158549295029686,0.316782809696684,0.0367194555699825,0.642573277155558,-1.43510388479533,-0.192077588201007
augustus_masked-SAKL0A-processed-gene-0.38-mRNA-1,1.42479503154755,0.123671300709248,0.480548448853078,0.175086306040798,0.500488719344139,2.37856624523799,-0.300605761891407,0.376315238705998
augustus_masked-SAKL0A-processed-gene-1.4-mRNA-1,0.982422828674316,-0.0204359441995621,0.22671345910301,0.108783870073155,0.538572546839714,1.42049932678541,-0.268755854677173,0.152441032094611
augustus_masked-SAKL0A-processed-gene-1.5-mRNA-1,0.37654510140419,-0.450715571641922,0.120705721188374,0.162153249571325,0.14338020135959,0.610928124189377,-0.843510814041647,-0.214009893903559
augustus_masked-SAKL0A-processed-gene-1.6-mRNA-1,0.270662188529968,-0.640822410583496,0.144730134680521,0.273829819025086,0.0524319491659602,0.589791288971901,-1.28040400284861,-0.22930167756552
augustus_masked-SAKL0A-processed-gene-1.7-mRNA-1,0.382716327905655,-0.529152154922485,0.267463798880923,0.333901467545658,0.0544809342982868,1.0649897535642,-1.26375584243771,0.0273453704470103
augustus_masked-SAKL0A-processed-gene-1.30-mRNA-1,0.622727513313293,-0.243420332670212,0.23347104910279,0.197141854010176,0.185760153084993,1.09240460395813,-0.731047525682145,0.0383835218131711
augustus_masked-SAKL0A-processed-gene-1.8-mRNA-1,0.645893573760986,-0.273334622383118,0.358904655164033,0.297581033890243,0.103356035488347,1.42844424446424,-0.985664166604517,0.154863291453332
augustus_masked-SAKL0A-processed-gene-1.9-mRNA-1,1.42255663871765,0.141923740506172,0.30957068554588,0.101237487689476,0.815852622191111,2.03977957367897,-0.0883883093147654,0.309583237929142
augustus_masked-SAKL0A-processed-gene-1.10-mRNA-1,0.256664246320724,-0.659276247024536,0.133230672991332,0.263555543456293,0.0535117073915899,0.552170154949029,-1.27155119522126,-0.257927136849802
augustus_masked-SAKL0A-processed-gene-1.11-mRNA-1,0.583154082298279,-0.294070780277252,0.272571787280781,0.251212057811984,0.126015661781033,1.15559834937255,-0.89957555556542,0.0628069117399762
augustus_masked-SAKL0A-processed-gene-1.31-mRNA-1,0.353044062852859,-0.568939089775085,0.252384275247066,0.340456782371824,0.0481290765106678,0.993966635564963,-1.31759290422008,-0.00262819331656848
augustus_masked-SAKL0A-processed-gene-1.12-mRNA-1,0.764322221279144,-0.138310194015503,0.223930868231599,0.144670928012209,0.327299357205629,1.20720510482788,-0.485054923415506,0.0817810631547015
maker-SAKL0A-snap-gene-1.0-mRNA-1,1.09202575683594,0.0273716039955616,0.235552120624795,0.099779511988539,0.635530689358711,1.57232880592346,-0.196863474736088,0.196543371007518
augustus_masked-SAKL0A-processed-gene-1.13-mRNA-1,1.7072925567627,0.22277607023716,0.346293672379277,0.0930962867842569,1.03646811942259,2.38557459712028,0.0155558435430826,0.377593001195714
augustus_masked-SAKL0A-processed-gene-1.33-mRNA-1,0.43925416469574,-0.434163331985474,0.237407873819735,0.283281341801001,0.0776747228577733,0.978573685884476,-1.10972086506422,-0.00940647087154302
augustus_masked-SAKL0A-processed-gene-1.34-mRNA-1,1.35463309288025,0.126943051815033,0.198990288801197,0.065972062274184,0.961032887299856,1.73688209255536,-0.0172617935788003,0.239770337141603
augustus_masked-SAKL0A-processed-gene-1.14-mRNA-1,0.783523797988892,-0.207814380526543,0.483562264472832,0.330227722035976,0.0999820986762643,1.89835586547852,-1.00007854913674,0.278377628431332
augustus_masked-SAKL0A-processed-gene-1.35-mRNA-1,1.19416010379791,0.0628290623426437,0.290363541274774,0.115505300081064,0.617344002922376,1.76165185670058,-0.209472802287373,0.245920082203409
augustus_masked-SAKL0A-processed-gene-1.15-mRNA-1,0.205959692597389,-0.746935725212097,0.100958762822843,0.247216223049835,0.0468823769129813,0.430596562474966,-1.32899097309195,-0.365929494982109
maker-SAKL0A-augustus-gene-1.1-mRNA-1,0.228512644767761,-0.721071779727936,0.131220248801349,0.282090177218208,0.0437174052931368,0.546087516844273,-1.35934624593174,-0.262737751646046
